104,116,0
105,106,0
105,107,1
105,108,0
105,108,1
106,107,0
107,119,0
107,161,1
108,117,0
108,116,1
108,119,0
108,135,1
109,110,0
109,124,0
110,111,0
111,112,0
111,124,0
111,124,1
111,153,2
111,163,2
112,125,0
113,114,0
113,125,0
114,115,0
114,126,0
114,131,0
114,132,0
115,127,0
115,126,0
116,117,0
116,118,0
116,127,0
116,127,1
116,142,1
117,129,0
118,129,0
118,134,0
118,142,0
119,136,0
120,121,0
120,144,0
121,122,0
121,145,0
122,123,0
122,146,0
122,144,1
122,123,1
123,124,0
123,137,0
123,148,0
123,149,0
123,144,1
123,165,1
123,124,1
124,138,0
124,153,1
124,130,0
124,138,0
124,153,1
125,131,0
126,127,0
126,140,0
127,133,0
127,134,0
127,133,1
128,188,0
128,185,2
128,199,1
128,187,1
129,135,0
129,142,0
129,143,0
130,131,0
130,139,0
132,140,0
133,141,0
133,140,0
133,140,1
133,157,1
134,141,0
134,142,0
135,136,0
135,143,0
135,161,0
135,128,1
135,161,1
136,162,0
137,147,0
138,150,0
138,152,0
139,140,0
139,154,0
139,153,0
140,154,0
140,156,0
140,154,1
140,156,1
140,153,2
140,128,2
141,142,0
141,158,0
142,143,0
142,128,0
142,158,0
142,157,1
142,128,1
143,128,0
143,160,0
144,145,0
144,177,0
144,163,1
145,146,0
146,147,0
146,163,0
147,164,0
148,149,0
148,164,0
149,150,0
149,165,0
150,151,0
151,152,0
151,165,0
151,166,0
152,153,0
153,154,0
153,166,0
153,167,0
153,154,1
153,180,1
153,184,1
153,163,2
153,185,2
154,155,0
154,156,1
155,167,0
155,168,0
155,156,0
156,157,0
156,169,0
156,157,1
156,184,1
157,158,0
157,170,0
157,185,1
158,159,0
159,170,0
159,172,0
159,186,0
159,198,0
160,161,0
160,173,0
160,128,0
161,174,0
161,128,1
161,199,1
162,175,0
163,177,0
163,176,1
163,191,1
164,178,0
164,179,0
165,179,0
165,180,0
165,191,1
165,180,1
166,181,0
166,183,0
167,168,0
167,183,0
168,184,0
169,184,0
170,185,0
171,173,0
171,175,0
171,199,0
172,187,0
173,174,0
172,128,0
173,188,0
174,175,0
176,177,0
176,189,0
176,190,1
178,189,0
178,191,0
179,191,0
180,181,0
180,184,1
180,193,0
180,190,1
181,193,0
181,182,0
182,183,0
182,195,0
183,196,0
184,196,0
184,185,0
184,185,1
184,197,0
185,186,0
185,187,1
185,199,1
186,198,0
187,188,0
187,198,0
187,199,1
188,199,0
189,190,0
190,191,0
190,192,0
190,191,1
191,192,0
192,194,0
193,194,0
194,195,0
195,197,0
196,197,0
198,199,0
